Year,State,fertility_rate,covid_year,religousness_rate,percent_white,percent_black,percent_hispanic,percent_asian,percent_mixed_race,poverty_measure,foreign_born,percent_bachelors_or_higher,percent_less_than_high_school,percent_high_school_or_some_college,political_ranking,latest_abortion,no_abortion_law
2020,Missouri,58.7,0,484.08,0.781,0.109,0.0445,0.0205,0.0415,12.45,4.066666666666666,0.122,0.736,0.142,0.3684210526315789,6.0,0.0
2020,Montana,54.3,0,348.37,0.8494999999999999,0.005,0.0399999999999999,0.0075,0.041,11.8,2.25,0.102,0.681,0.217,0.3421052631578947,40.0,1.0
2020,Nebraska,64.7,0,492.77,0.7755000000000001,0.045,0.1164999999999999,0.023,0.0325,10.05,7.016666666666667,0.122,0.752,0.126,0.2894736842105263,20.0,0.0
2020,Nevada,54.8,0,416.08,0.4645,0.089,0.297,0.0845,0.0515,13.45,18.883333333333333,0.064,0.666,0.2699999999999999,0.631578947368421,40.0,1.0
2020,New Hampshire,47.7,0,272.19,0.887,0.0125,0.0409999999999999,0.0265,0.032,7.1,6.05,0.17,0.708,0.1219999999999999,0.631578947368421,40.0,1.0
2020,New Jersey,58.6,0,521.74,0.5335000000000001,0.1225,0.213,0.098,0.032,9.55,23.083333333333332,0.186,0.747,0.0669999999999999,0.7894736842105263,40.0,1.0
2020,New Mexico,54.6,0,525.13,0.3575,0.0165,0.499,0.015,0.0274999999999999,18.0,9.4,0.083,0.712,0.205,0.7105263157894737,40.0,1.0
2020,New York,54.6,0,512.22,0.5435000000000001,0.136,0.1945,0.0865,0.0375,13.05,22.616666666666667,0.1889999999999999,0.76,0.051,0.894736842105263,40.0,1.0
2020,North Carolina,56.2,0,521.46,0.619,0.203,0.099,0.03,0.038,13.4,8.416666666666666,0.129,0.73,0.141,0.5526315789473684,20.0,0.0
2020,North Dakota,67.4,0,550.19,0.834,0.0265,0.0395,0.014,0.0349999999999999,10.05,4.5,0.143,0.734,0.123,0.131578947368421,20.0,0.0
2020,Ohio,58.3,0,478.52,0.7765,0.1185,0.0414999999999999,0.0235,0.0385,13.0,4.85,0.124,0.708,0.1679999999999999,0.4736842105263157,20.0,0.0
2020,Oklahoma,61.0,0,611.75,0.6395,0.067,0.1149999999999999,0.022,0.0819999999999999,15.35,5.916666666666667,0.077,0.688,0.235,0.131578947368421,20.0,0.0
2020,Oregon,47.8,0,331.81,0.7355,0.018,0.137,0.046,0.0525,11.65,9.883333333333333,0.1159999999999999,0.732,0.152,0.763157894736842,40.0,1.0
2020,Pennsylvania,54.9,0,468.93,0.7495,0.1005,0.081,0.036,0.033,11.9,7.216666666666667,0.143,0.6910000000000001,0.1659999999999999,0.5789473684210527,40.0,1.0
2020,Rhode Island,48.7,0,515.09,0.697,0.051,0.1699999999999999,0.0315,0.0465,10.85,14.133333333333333,0.138,0.722,0.14,0.8157894736842105,28.0,0.0
2020,South Carolina,55.9,0,526.7,0.6325000000000001,0.2545,0.06,0.0165,0.0325,14.15,5.116666666666667,0.108,0.72,0.172,0.4210526315789473,20.0,0.0
2020,South Dakota,66.7,0,553.79,0.8105,0.0209999999999999,0.0385,0.0139999999999999,0.0345,11.1,3.3666666666666667,0.139,0.735,0.126,0.2105263157894736,25.0,0.0
2020,Tennessee,58.5,0,556.37,0.7295,0.1575,0.0584999999999999,0.0175,0.035,13.65,5.416666666666666,0.1169999999999999,0.6890000000000001,0.194,0.2631578947368421,4.0,0.0
2020,Texas,60.2,0,550.53,0.402,0.1155,0.402,0.051,0.027,13.85,17.066666666666666,0.11,0.7050000000000001,0.185,0.5,20.0,0.0
2020,Utah,64.1,0,760.96,0.769,0.01,0.1455,0.024,0.0355,8.6,8.5,0.087,0.734,0.179,0.3421052631578947,16.0,0.0
2020,Vermont,44.7,0,376.34,0.917,0.011,0.019,0.017,0.032,10.0,4.233333333333333,0.174,0.696,0.13,1.0,40.0,1.0
2020,Virginia,55.8,0,459.98,0.604,0.183,0.099,0.0675,0.0445,9.95,12.483333333333333,0.15,0.724,0.126,0.6842105263157894,28.0,0.0
2020,Washington,54.0,0,413.32,0.6605000000000001,0.0375,0.133,0.0915,0.0615,9.65,14.933333333333334,0.135,0.737,0.128,0.8157894736842105,40.0,1.0
2020,West Virginia,55.3,0,377.78,0.9155,0.0285,0.0155,0.008,0.0305,16.15,1.7000000000000002,0.109,0.7030000000000001,0.188,0.0526315789473683,20.0,0.0
2020,Wisconsin,55.4,0,480.44,0.802,0.06,0.073,0.03,0.0295,10.15,4.916666666666667,0.135,0.719,0.146,0.5789473684210527,20.0,0.0
2020,Wyoming,56.4,0,403.94,0.8254999999999999,0.0095,0.1035,0.0065,0.0345,10.5,3.05,0.076,0.696,0.2279999999999999,0.0,40.0,1.0
2019,Alabama,61.7,0,635.332,0.654,0.265,0.044,0.014,0.019,15.3,3.725,0.0819999999999999,0.7050000000000001,0.213,0.2368421052631578,20.0,0.0
2019,Alaska,68.1,0,350.547,0.6,0.022,0.07,0.06,0.083,10.6,7.35,0.104,0.6439999999999999,0.252,0.4210526315789473,40.0,1.0
2019,Arizona,56.7,0,433.82700000000114,0.542,0.043,0.318,0.033,0.024,13.2,13.175,0.09,0.6990000000000001,0.211,0.5789473684210527,18.0,0.0
2019,Arkansas,63.2,0,575.2399999999998,0.721,0.152,0.078,0.016,0.024,16.4,4.949999999999999,0.093,0.7010000000000001,0.2059999999999999,0.2368421052631578,16.0,0.0
2019,California,55.4,0,448.51,0.364,0.053,0.395,0.147,0.033,11.5,26.825,0.1159999999999999,0.734,0.15,0.9736842105263156,40.0,1.0
2019,Colorado,53.3,0,356.5060000000003,0.678,0.038,0.218,0.032,0.028,9.2,9.575,0.143,0.7150000000000001,0.1419999999999999,0.7105263157894737,40.0,1.0
2019,Connecticut,51.1,0,477.5650000000005,0.657,0.1,0.169,0.046,0.026,10.0,15.175,0.163,0.747,0.09,0.8157894736842105,28.0,0.0
2019,Delaware,58.7,0,413.9659999999999,0.614,0.218,0.097,0.039,0.028,10.7,9.425,0.121,0.694,0.185,0.7894736842105263,40.0,1.0
2019,Florida,56.6,0,462.84400000000096,0.53,0.15,0.266,0.027,0.024,12.5,21.125,0.107,0.722,0.171,0.5526315789473684,28.0,0.0
2019,Georgia,58.0,0,507.88699999999994,0.52,0.313,0.098,0.041,0.025,13.3,10.45,0.111,0.7030000000000001,0.186,0.5526315789473684,20.0,0.0
2019,Hawaii,63.9,0,414.687,0.204,0.012,0.103,0.394,0.184,9.1,17.375,0.12,0.64,0.24,1.0,40.0,1.0
2019,Idaho,64.0,0,525.7819999999997,0.816,0.007,0.129,0.012,0.026,10.9,5.875,0.072,0.6970000000000001,0.2309999999999999,0.1842105263157895,20.0,0.0
2019,Illinois,56.1,0,512.6129999999994,0.609,0.136,0.176,0.056,0.022,11.2,14.225,0.163,0.745,0.092,0.8157894736842105,40.0,1.0
2019,Indiana,61.7,0,423.58800000000065,0.786,0.092,0.072,0.024,0.023,12.0,5.725,0.11,0.706,0.184,0.3684210526315789,20.0,0.0
2019,Iowa,63.4,0,457.6970000000001,0.853,0.039,0.063,0.023,0.019,11.2,5.65,0.129,0.763,0.1079999999999999,0.4736842105263157,20.0,0.0
2019,Kansas,63.0,0,464.878999999999,0.757,0.055,0.122,0.028,0.032,11.3,6.949999999999999,0.121,0.747,0.132,0.3684210526315789,20.0,0.0
2019,Kentucky,62.6,0,496.2489999999998,0.845,0.08,0.037,0.016,0.02,15.9,3.8,0.103,0.7230000000000001,0.1739999999999999,0.2105263157894736,20.0,0.0
2019,Louisiana,63.9,0,630.5,0.588,0.319,0.052,0.017,0.019,18.5,4.1,0.084,0.677,0.2389999999999999,0.3421052631578947,20.0,0.0
2019,Maine,50.6,0,304.77700000000004,0.932,0.014,0.017,0.011,0.019,10.3,3.925,0.1159999999999999,0.69,0.194,0.6578947368421052,40.0,1.0
2019,Maryland,59.2,0,433.0830000000001,0.499,0.296,0.106,0.064,0.032,8.9,16.0,0.177,0.739,0.084,0.9736842105263156,40.0,1.0
2019,Massachusetts,49.6,0,495.0030000000006,0.705,0.07,0.124,0.067,0.032,9.2,17.25,0.207,0.759,0.034,1.0,40.0,1.0
2019,Michigan,57.4,0,399.2549999999992,0.749,0.134,0.053,0.032,0.027,12.9,6.675000000000001,0.111,0.727,0.162,0.6052631578947368,40.0,1.0
2019,Minnesota,61.0,0,501.7520000000004,0.791,0.064,0.056,0.049,0.03,8.7,8.299999999999999,0.161,0.771,0.0679999999999999,0.6578947368421052,40.0,1.0
2019,Mississippi,62.7,0,593.625,0.566,0.376,0.03,0.01,0.014,19.4,2.1750000000000003,0.074,0.746,0.18,0.3684210526315789,13.0,0.0
2019,Missouri,61.3,0,484.94399999999973,0.794,0.112,0.043,0.021,0.026,12.4,4.05,0.122,0.736,0.142,0.3684210526315789,6.0,0.0
2019,Montana,56.8,0,351.634,0.861,0.006,0.037,0.008,0.028,12.7,2.2249999999999996,0.102,0.681,0.217,0.3421052631578947,40.0,1.0
2019,Nebraska,66.2,0,499.152,0.785,0.048,0.113,0.024,0.021,10.1,6.925,0.122,0.752,0.126,0.2894736842105263,20.0,0.0
2019,Nevada,58.3,0,408.83400000000074,0.478,0.092,0.293,0.085,0.037,12.9,18.875,0.064,0.666,0.2699999999999999,0.631578947368421,40.0,1.0
2019,New Hampshire,48.2,0,280.1229999999996,0.898,0.013,0.039,0.026,0.021,7.3,5.975,0.17,0.708,0.1219999999999999,0.631578947368421,40.0,1.0
2019,New Jersey,59.5,0,524.2700000000004,0.545,0.124,0.21,0.096,0.024,8.9,22.875,0.186,0.747,0.0669999999999999,0.7894736842105263,40.0,1.0
2019,New Mexico,57.6,0,522.6950000000006,0.367,0.017,0.495,0.016,0.018,17.5,9.45,0.083,0.712,0.205,0.7105263157894737,40.0,1.0
2019,New York,57.2,0,512.2080000000001,0.552,0.14,0.193,0.086,0.027,12.5,22.575,0.1889999999999999,0.76,0.051,0.894736842105263,40.0,1.0
2019,North Carolina,57.8,0,516.8249999999989,0.627,0.209,0.097,0.029,0.026,13.3,8.325,0.129,0.73,0.141,0.5526315789473684,20.0,0.0
2019,North Dakota,70.6,0,562.2930000000015,0.841,0.024,0.04,0.014,0.026,10.6,4.300000000000001,0.143,0.734,0.123,0.131578947368421,20.0,0.0
2019,Ohio,60.8,0,474.6300000000001,0.786,0.122,0.04,0.023,0.028,12.8,4.775,0.124,0.708,0.1679999999999999,0.4736842105263157,20.0,0.0
2019,Oklahoma,63.4,0,609.9239999999995,0.65,0.069,0.111,0.021,0.071,15.3,5.875,0.077,0.688,0.235,0.131578947368421,20.0,0.0
2019,Oregon,50.6,0,329.81600000000026,0.75,0.018,0.134,0.047,0.04,11.2,9.875,0.1159999999999999,0.732,0.152,0.763157894736842,40.0,1.0
2019,Pennsylvania,56.3,0,475.8729999999996,0.76,0.104,0.078,0.035,0.023,11.9,7.075,0.143,0.6910000000000001,0.1659999999999999,0.5789473684210527,40.0,1.0
2019,Rhode Island,48.8,0,518.3919999999998,0.705,0.059,0.166,0.033,0.033,10.4,14.0,0.138,0.722,0.14,0.8157894736842105,28.0,0.0
2019,South Carolina,58.0,0,526.208,0.637,0.262,0.057,0.017,0.022,13.6,5.075,0.108,0.72,0.172,0.4210526315789473,20.0,0.0
2019,South Dakota,70.6,0,556.976999999999,0.819,0.022,0.037,0.013,0.024,10.4,3.3,0.139,0.735,0.126,0.2105263157894736,25.0,0.0
2019,Tennessee,60.3,0,556.2369999999999,0.736,0.164,0.057,0.018,0.022,13.7,5.324999999999999,0.1169999999999999,0.6890000000000001,0.194,0.2631578947368421,18.0,0.0
2019,Texas,62.5,0,551.1310000000001,0.411,0.117,0.4,0.05,0.019,13.5,17.0,0.11,0.7050000000000001,0.185,0.5,20.0,0.0
2019,Utah,66.7,0,763.9700000000003,0.778,0.01,0.144,0.023,0.027,9.2,8.45,0.087,0.734,0.179,0.3421052631578947,16.0,0.0
2019,Vermont,46.8,0,372.32900000000063,0.928,0.011,0.018,0.016,0.02,9.9,4.25,0.174,0.696,0.13,1.0,40.0,1.0
2019,Virginia,57.8,0,458.80899999999974,0.613,0.189,0.096,0.067,0.033,9.7,12.375,0.15,0.724,0.126,0.6842105263157894,28.0,0.0
2019,Washington,56.0,0,406.6080000000002,0.675,0.038,0.13,0.089,0.05,9.4,14.75,0.135,0.737,0.128,0.8157894736842105,40.0,1.0
2019,West Virginia,57.6,0,375.5290000000005,0.925,0.032,0.014,0.008,0.018,15.6,1.65,0.109,0.7030000000000001,0.188,0.0526315789473683,20.0,0.0
2019,Wisconsin,58.1,0,485.982,0.811,0.062,0.071,0.03,0.02,9.5,4.875,0.135,0.719,0.146,0.5789473684210527,20.0,0.0
2019,Wyoming,60.8,0,403.124,0.838,0.01,0.101,0.006,0.021,9.8,3.025,0.076,0.696,0.2279999999999999,0.0,40.0,1.0
2018,Alabama,60.9,0,634.6539999999999,0.656,0.265,0.043,0.013,0.019,16.6,3.7,0.0819999999999999,0.7050000000000001,0.213,0.2368421052631578,20.0,0.0
2018,Alaska,69.3,0,349.2739999999999,0.601,0.029,0.071,0.061,0.072,10.7,7.3,0.104,0.6439999999999999,0.252,0.4210526315789473,40.0,1.0
2018,Arizona,58.6,0,426.9940000000006,0.545,0.042,0.316,0.032,0.024,13.7,13.2,0.09,0.6990000000000001,0.211,0.5789473684210527,18.0,0.0
2018,Arkansas,64.0,0,572.8400000000001,0.722,0.15,0.077,0.015,0.027,17.2,4.8999999999999995,0.093,0.7010000000000001,0.2059999999999999,0.2368421052631578,20.0,0.0
2018,California,56.2,0,448.68,0.367,0.054,0.394,0.146,0.033,12.5,26.866666666666667,0.1159999999999999,0.734,0.15,0.9736842105263156,40.0,1.0
2018,Colorado,54.1,0,358.9220000000005,0.68,0.038,0.216,0.032,0.028,9.6,9.6,0.143,0.7150000000000001,0.1419999999999999,0.7105263157894737,40.0,1.0
2018,Connecticut,51.8,0,481.4200000000001,0.663,0.099,0.166,0.047,0.024,10.1,15.0,0.163,0.747,0.09,0.8157894736842105,28.0,0.0
2018,Delaware,59.1,0,414.36199999999985,0.621,0.213,0.095,0.042,0.025,11.7,9.266666666666667,0.121,0.694,0.185,0.7894736842105263,40.0,1.0
2018,Florida,57.2,0,454.89800000000105,0.533,0.151,0.263,0.027,0.024,13.2,20.933333333333337,0.107,0.722,0.171,0.5526315789473684,28.0,0.0
2018,Georgia,58.3,0,507.9339999999999,0.525,0.309,0.097,0.041,0.025,14.3,10.366666666666664,0.111,0.7030000000000001,0.186,0.5526315789473684,20.0,0.0
2018,Hawaii,64.2,0,414.514,0.206,0.015,0.105,0.379,0.199,8.9,17.46666666666667,0.12,0.64,0.24,1.0,40.0,1.0
2018,Idaho,63.4,0,524.1839999999997,0.819,0.005,0.127,0.016,0.022,11.8,5.833333333333333,0.072,0.6970000000000001,0.2309999999999999,0.1842105263157895,20.0,0.0
2018,Illinois,57.5,0,517.0959999999995,0.61,0.136,0.175,0.056,0.022,11.8,14.166666666666666,0.163,0.745,0.092,0.8157894736842105,40.0,1.0
2018,Indiana,62.8,0,425.7760000000007,0.79,0.093,0.071,0.023,0.022,13.0,5.6,0.11,0.706,0.184,0.3684210526315789,20.0,0.0
2018,Iowa,63.5,0,466.7439999999988,0.855,0.034,0.061,0.026,0.02,11.0,5.533333333333333,0.129,0.763,0.1079999999999999,0.4736842105263157,20.0,0.0
2018,Kansas,64.7,0,469.4779999999992,0.76,0.054,0.12,0.028,0.032,12.1,6.8999999999999995,0.121,0.747,0.132,0.3684210526315789,20.0,0.0
2018,Kentucky,63.5,0,498.40799999999945,0.848,0.076,0.036,0.015,0.023,16.5,3.7333333333333334,0.103,0.7230000000000001,0.1739999999999999,0.2105263157894736,20.0,0.0
2018,Louisiana,64.3,0,627.7699999999995,0.588,0.316,0.051,0.016,0.023,18.5,4.066666666666666,0.084,0.677,0.2389999999999999,0.3421052631578947,20.0,0.0
2018,Maine,53.3,0,301.6139999999996,0.934,0.013,0.015,0.013,0.021,10.8,3.8666666666666663,0.1159999999999999,0.69,0.194,0.6578947368421052,40.0,1.0
2018,Maryland,59.9,0,431.4459999999999,0.503,0.293,0.105,0.064,0.034,8.6,15.766666666666666,0.177,0.739,0.084,0.9736842105263156,40.0,1.0
2018,Massachusetts,49.5,0,503.60599999999977,0.708,0.07,0.124,0.067,0.029,9.7,17.0,0.207,0.759,0.034,1.0,40.0,1.0
2018,Michigan,58.5,0,401.71999999999935,0.75,0.135,0.052,0.032,0.026,13.8,6.6000000000000005,0.111,0.727,0.162,0.6052631578947368,40.0,1.0
2018,Minnesota,62.7,0,508.5640000000003,0.796,0.065,0.054,0.047,0.028,9.4,8.166666666666666,0.161,0.771,0.0679999999999999,0.6578947368421052,40.0,1.0
2018,Mississippi,62.8,0,592.9300000000001,0.567,0.377,0.028,0.009,0.014,19.8,2.166666666666667,0.074,0.746,0.18,0.3684210526315789,13.0,0.0
2018,Missouri,62.4,0,485.80799999999977,0.795,0.113,0.041,0.02,0.026,13.0,4.033333333333333,0.122,0.736,0.142,0.3684210526315789,40.0,1.0
2018,Montana,59.6,0,354.89800000000014,0.8654999999999999,0.008,0.035,0.009,0.0225,11.8,2.1999999999999997,0.102,0.681,0.217,0.3421052631578947,40.0,1.0
2018,Nebraska,68.4,0,505.5340000000014,0.787,0.044,0.111,0.023,0.029,11.4,6.833333333333333,0.122,0.752,0.126,0.2894736842105263,20.0,0.0
2018,Nevada,60.0,0,401.5880000000016,0.485,0.087,0.291,0.081,0.041,12.9,18.866666666666667,0.064,0.666,0.2699999999999999,0.631578947368421,40.0,1.0
2018,New Hampshire,49.1,0,288.0559999999987,0.902,0.011,0.038,0.028,0.018,7.1,5.9,0.17,0.708,0.1219999999999999,0.631578947368421,40.0,1.0
2018,New Jersey,60.1,0,526.8000000000002,0.547,0.126,0.208,0.097,0.021,9.2,22.666666666666668,0.186,0.747,0.0669999999999999,0.7894736842105263,40.0,1.0
2018,New Mexico,58.0,0,520.2600000000002,0.369,0.018,0.491,0.015,0.017,19.8,9.5,0.083,0.712,0.205,0.7105263157894737,40.0,1.0
2018,New York,57.9,0,512.1960000000001,0.553,0.141,0.193,0.085,0.026,13.4,22.53333333333333,0.1889999999999999,0.76,0.051,0.894736842105263,40.0,1.0
2018,North Carolina,58.4,0,512.1900000000005,0.629,0.209,0.096,0.029,0.027,13.9,8.233333333333333,0.129,0.73,0.141,0.5526315789473684,20.0,0.0
2018,North Dakota,72.2,0,574.3960000000006,0.839,0.03,0.035,0.02,0.024,9.9,4.1000000000000005,0.143,0.734,0.123,0.131578947368421,20.0,0.0
2018,Ohio,61.1,0,470.7399999999998,0.788,0.121,0.038,0.023,0.028,13.8,4.7,0.124,0.708,0.1679999999999999,0.4736842105263157,20.0,0.0
2018,Oklahoma,64.6,0,608.098,0.653,0.07,0.109,0.021,0.072,15.2,5.833333333333333,0.077,0.688,0.235,0.131578947368421,20.0,0.0
2018,Oregon,51.4,0,327.8220000000001,0.752,0.018,0.133,0.046,0.038,11.8,9.866666666666667,0.1159999999999999,0.732,0.152,0.763157894736842,40.0,1.0
2018,Pennsylvania,56.9,0,482.8160000000007,0.763,0.103,0.076,0.035,0.022,11.9,6.933333333333334,0.143,0.6910000000000001,0.1659999999999999,0.5789473684210527,40.0,1.0
2018,Rhode Island,50.5,0,521.6940000000004,0.715,0.056,0.16,0.034,0.031,12.3,13.866666666666667,0.138,0.722,0.14,0.8157894736842105,28.0,0.0
2018,South Carolina,58.1,0,525.716,0.638,0.263,0.058,0.016,0.022,14.9,5.033333333333333,0.108,0.72,0.172,0.4210526315789473,20.0,0.0
2018,South Dakota,73.6,0,560.1639999999989,0.816,0.022,0.038,0.013,0.025,12.9,3.2333333333333334,0.139,0.735,0.126,0.2105263157894736,25.0,0.0
2018,Tennessee,61.1,0,556.1039999999999,0.738,0.165,0.055,0.017,0.022,15.3,5.233333333333333,0.1169999999999999,0.6890000000000001,0.194,0.2631578947368421,18.0,0.0
2018,Texas,63.4,0,551.7320000000002,0.414,0.116,0.398,0.05,0.019,14.7,16.933333333333334,0.11,0.7050000000000001,0.185,0.5,20.0,0.0
2018,Utah,68.4,0,766.9799999999996,0.78,0.012,0.141,0.023,0.026,8.6,8.4,0.087,0.734,0.179,0.3421052631578947,40.0,1.0
2018,Vermont,47.2,0,368.3180000000002,0.929,0.011,0.018,0.019,0.019,10.9,4.266666666666667,0.174,0.696,0.13,1.0,40.0,1.0
2018,Virginia,59.1,0,457.6379999999999,0.615,0.186,0.095,0.066,0.036,10.5,12.266666666666666,0.15,0.724,0.126,0.6842105263157894,28.0,0.0
2018,Washington,57.5,0,399.8959999999988,0.679,0.037,0.129,0.088,0.05,10.2,14.566666666666666,0.135,0.737,0.128,0.8157894736842105,40.0,1.0
2018,West Virginia,57.2,0,373.27800000000025,0.925,0.036,0.013,0.008,0.018,17.5,1.6,0.109,0.7030000000000001,0.188,0.0526315789473683,20.0,0.0
2018,Wisconsin,58.9,0,491.52399999999943,0.812,0.062,0.07,0.028,0.021,10.6,4.833333333333333,0.135,0.719,0.146,0.5789473684210527,20.0,0.0
2018,Wyoming,61.0,0,402.308,0.842,0.005,0.1,0.011,0.02,11.0,3.0,0.076,0.696,0.2279999999999999,0.0,40.0,1.0
