State,Effective Date,Valid Through Date,Bans_Prohibit,Limited_Law,Limited_Court,Limited_AG,Prohibit_Req,Bans_gest_Any point in pregnancy,Bans_gest_Fetal heartbeat detected,Bans_gest_4 weeks postfertilization (6 weeks LMP) ,Bans_gest_6 weeks postfertilization (8 weeks LMP) ,Bans_gest_8 weeks postfertilization (10 weeks LMP),Bans_gest_10 weeks postfertilization (12 weeks LMP) ,Bans_gest_12 weeks postfertilization (14 weeks LMP),Bans_gest_13 weeks postfertilization (15 weeks LMP),Bans_gest_16 weeks postfertilization (18 weeks LMP) ,Bans_gest_18 weeks postfertilization (20 weeks LMP),Bans_gest_19 weeks postfertilization (21 weeks LMP),Bans_gest20 weeks postfertilization (22 weeks LMP),Bans_gest_21 weeks postfertilization (23 weeks LMP) ,Bans_gest_22 weeks postfertilization (24 weeks LMP),Bans_gest_24 weeks postfertilization (26 weeks LMP),Bans_gestViability,Bans_gest_Fetus is capable of feeling pain,Bans_gest_3rd trimester,Prohibit_ExcLife endangerment,Prohibit_ExcSerious health risk,Prohibit_Exc_Fetal anomaly,Prohibit_Exc_Rape,Prohibit_Exc_Incest,Prohibit_Exc_Health,Exc_Req_Must be performed in a hospital,Exc_ReqMust use a method most likely to result in fetal survival,Exc_Req_Second physician must participate,Exc_Req_Second physician must certify the exception,Exc_Req_Two other physicians must certify the exception,Exc_Req_Second physician must attend the abortion,Exc_Req_No requirements,Reason_Prohibit,Reason_What_Race,Reason_What_Sex,Reason_What_Down syndrome,Reason_What_Fetal anomaly,Reason_What_Fetal disability,Reason_What_Scientific research,Methods_Prohibit,Methods_ProcedPartial-birth abortions,Methods_ProcedDismemberment abortions,Methods_Proced_Saline method abortions,Methods_ExcLife endangerment,Methods_ExcSerious health risk,Methods_Exc_Fetal anomaly,Methods_Exc_No exceptions,TriggerBan,Bans_PreRoe
Ohio,4/18/2019,7/2/2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,7/3/2019,7/10/2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,7/11/2019,10/10/2019,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,10/11/2019,4/12/2021,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,4/13/2021,6/23/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,6/24/2022,9/13/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,9/14/2022,10/11/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Ohio,10/12/2022,11/1/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
Oklahoma,12/1/2018,11/3/2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,11/4/2019,10/3/2021,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,10/4/2021,10/24/2021,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,10/25/2021,10/31/2021,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,11/1/2021,5/2/2022,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,5/3/2022,5/24/2022,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,5/25/2022,6/23/2022,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,6/24/2022,8/25/2022,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oklahoma,8/26/2022,11/1/2022,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1
Oregon,12/1/2018,11/1/2022,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pennsylvania,12/1/2018,11/1/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,.,.,.,.,.,.,.,0,0
Rhode Island,12/1/2018,6/18/2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Rhode Island,6/19/2019,1/3/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Rhode Island,1/4/2022,11/1/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
South Carolina,12/1/2018,2/17/2021,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,2/18/2021,2/18/2021,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,2/19/2021,3/18/2021,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,3/19/2021,2/21/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,2/22/2022,6/23/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,6/24/2022,6/26/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,6/27/2022,7/20/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,7/21/2022,7/21/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,7/22/2022,7/25/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,7/26/2022,8/16/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Carolina,8/17/2022,11/1/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
South Dakota,12/1/2018,6/30/2021,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
South Dakota,7/1/2021,6/23/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
South Dakota,6/24/2022,11/1/2022,1,0,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,12/1/2018,6/30/2019,1,0,.,.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Tennessee,7/1/2019,7/12/2020,1,0,.,.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Tennessee,7/13/2020,7/23/2020,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,7/24/2020,11/19/2020,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,11/20/2020,2/1/2022,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,2/2/2022,6/27/2022,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,6/28/2022,7/27/2022,1,0,.,.,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,7/28/2022,8/24/2022,1,0,.,.,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Tennessee,8/25/2022,11/1/2022,1,0,.,.,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Texas,12/1/2018,8/31/2020,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,0,0
Texas,9/1/2020,10/12/2020,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,0,0
Texas,10/13/2020,10/29/2020,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,0,0
Texas,10/30/2020,8/31/2021,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,0,0
Texas,9/1/2021,1/11/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,1/12/2022,5/17/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,5/18/2022,6/23/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,6/24/2022,6/26/2022,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,6/27/2022,6/27/2022,1,0,.,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,6/28/2022,6/30/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,7/1/2022,8/22/2022,1,0,.,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,8/23/2022,8/24/2022,1,0,.,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,8/25/2022,8/28/2022,1,0,.,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Texas,8/29/2022,11/1/2022,1,0,.,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,0
Utah,12/1/2018,4/17/2019,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,1,1,1,0,0,0,0
Utah,4/18/2019,5/13/2019,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,1,1,1,0,0,0,0
Utah,5/14/2019,5/11/2020,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,1,1,1,0,0,1,0
Utah,5/12/2020,8/31/2021,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,1,1,1,0,0,1,0
Utah,9/1/2021,6/23/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,1,1,1,0,0,1,0
Utah,6/24/2022,6/26/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
Utah,6/27/2022,7/10/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
Utah,7/11/2022,8/31/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
Utah,9/1/2022,11/1/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
Vermont,12/1/2018,11/1/2022,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Virginia,12/1/2018,6/30/2020,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
Virginia,7/1/2020,11/1/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,1,0,0,0,0
Washington,12/1/2018,6/8/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Washington,6/9/2022,11/1/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
West Virginia,12/1/2018,6/9/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,1,0,0,1
West Virginia,6/10/2022,7/17/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
West Virginia,7/18/2022,7/19/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
West Virginia,7/20/2022,9/12/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
West Virginia,9/13/2022,11/1/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
Wisconsin,12/1/2018,6/23/2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Wisconsin,6/24/2022,11/1/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Wyoming,12/1/2018,6/30/2021,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Wyoming,7/1/2021,3/14/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Wyoming,3/15/2022,7/26/2022,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Wyoming,7/27/2022,7/27/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,1,0
Wyoming,7/28/2022,8/9/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,1,0
Wyoming,8/10/2022,11/1/2022,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,1,0